0,0
0.03,0
0.06,0
0.09,0
0.12,0
0.15,0
0.18,0
0.21,0
0.24,0
0.27,0
0.3,0
0.33,0
0.36,0
0.39,0
0.42,0
0.45,0
0.48,0
0.51,0
0.54,0
0.57,0
0.6,0
0.63,0
0.66,0
0.69,0
0.72,0
0.75,193.26
0.78,194.94
0.81,195.17
0.84,195.5
0.87,195.28
0.9,195.73
0.93,195.84
0.96,195.96
0.99,195.96
1.02,195.73
1.05,195.73
1.08,195.39
1.11,195.5
1.14,195.5
1.17,195.62
1.2,195.62
1.23,195.5
1.26,195.39
1.29,195.39
1.32,195.39
1.35,195.39
1.38,195.39
1.41,195.62
1.44,195.62
1.47,195.84
1.5,195.5
1.53,195.39
1.56,195.39
1.59,195.17
1.62,195.5
1.65,195.5
1.68,192.92
1.71,187.65
1.74,156.7
1.77,155.44
1.8,154.64
1.83,155.17
1.86,155.62
1.89,155.89
1.92,155.8
1.95,155.89
1.98,155.71
2.01,155.71
2.04,155.71
2.07,155.8
2.1,155.98
2.13,156.07
2.16,156.16
2.19,156.16
2.22,156.34
2.25,155.98
2.28,155.8
2.31,155.8
2.34,155.8
2.37,155.98
2.4,155.8
2.43,155.71
2.46,155.62
2.49,156.07
2.52,156.61
2.55,0
2.58,154.72
2.61,121.89
2.64,122.59
2.67,123.95
2.7,124.95
2.73,123.87
2.76,123.66
2.79,124.02
2.82,124.16
2.85,124.52
2.88,124.59
2.91,123.59
2.94,123.52
2.97,123.95
3,124.52
3.03,124.45
3.06,123.95
3.09,123.66
3.12,123.95
3.15,124.3
3.18,124.3
3.21,123.87
3.24,123.66
3.27,123.87
3.3,124.09
3.33,124.23
3.36,124.09
3.39,123.66
3.42,123.73
3.45,124.02
3.48,124.3
3.51,124.45
3.54,126.55
3.57,129.21
3.6,130.03
3.63,130.18
3.66,130.18
3.69,129.96
3.72,130.11
3.75,130.18
3.78,130.56
3.81,130.26
3.84,130.18
3.87,130.11
3.9,129.96
3.93,130.41
3.96,130.63
3.99,130.56
4.02,130.48
4.05,130.48
4.08,130.48
4.11,130.41
4.14,130.56
4.17,130.79
4.2,130.79
4.23,130.94
4.26,130.86
4.29,130.63
4.32,130.71
4.35,130.86
4.38,130.41
4.41,127.65
4.44,127.06
4.47,121.11
4.5,129.81
4.53,107.34
4.56,107.03
4.59,106.78
4.62,105.8
4.65,105.56
4.68,105.44
4.71,105.07
4.74,104.29
4.77,104.47
4.8,104.59
4.83,105.13
4.86,104.71
4.89,104.47
4.92,104.16
4.95,104.41
4.98,104.53
5.01,104.53
5.04,104.16
5.07,103.98
5.1,104.16
5.13,104.35
5.16,104.35
5.19,104.16
5.22,103.98
5.25,103.98
5.28,104.22
5.31,104.35
5.34,104.22
5.37,103.98
5.4,103.98
5.43,104.16
5.46,104.35
5.49,104.35
5.52,104.16
5.55,104.1
5.58,104.16
5.61,104.29
5.64,104.41
5.67,104.35
5.7,104.22
5.73,104.22
5.76,104.35
5.79,104.35
5.82,104.29
5.85,104.16
5.88,104.29
5.91,104.35
5.94,104.41
5.97,104.29
6,104.16
6.03,104.22
6.06,104.41
6.09,104.71
6.12,104.47
6.15,104.65
6.18,104.53
6.21,104.59
6.24,104.65
6.27,104.83
6.3,104.65
6.33,104.89
6.36,105.01
6.39,105.31
6.42,104.95
6.45,105.25
6.48,104.22
6.51,104.04
6.54,0
6.57,263.54
6.6,262.93
6.63,263.39
6.66,262.78
6.69,261.72
6.72,262.02
6.75,261.72
6.78,261.12
6.81,261.72
6.84,261.72
6.87,261.57
6.9,261.57
6.93,262.02
6.96,261.57
6.99,261.72
7.02,262.02
7.05,261.87
7.08,262.02
7.11,262.18
7.14,262.63
7.17,262.48
7.2,262.48
7.23,262.48
7.26,262.93
7.29,262.78
7.32,262.78
7.35,261.27
7.38,263.85
7.41,211.85
7.44,210.87
7.47,210.75
7.5,210.87
7.53,209.17
7.56,207.97
7.59,207.85
7.62,208.33
7.65,208.93
7.68,209.29
7.71,208.69
7.74,208.33
7.77,208.57
7.8,209.78
7.83,209.78
7.86,209.05
7.89,208.57
7.92,208.57
7.95,209.05
7.98,210.02
8.01,209.05
8.04,207.73
8.07,207.37
8.1,207.85
8.13,208.45
8.16,208.57
8.19,206.29
8.22,201.12
8.25,194.27
8.28,186.89
8.31,173.17
8.34,165.54
8.37,170.49
8.4,167.66
8.43,166.5
8.46,165.73
8.49,165.73
8.52,166.6
8.55,166.89
8.58,166.5
8.61,165.45
8.64,165.73
8.67,166.6
8.7,166.69
8.73,166.12
8.76,165.35
8.79,165.73
8.82,166.31
8.85,166.6
8.88,166.31
8.91,165.64
8.94,165.64
8.97,166.12
9,166.21
9.03,166.21
9.06,166.5
9.09,167.66
9.12,169.12
9.15,172.27
9.18,172.97
9.21,172.07
9.24,172.67
9.27,173.27
9.3,172.97
9.33,172.47
9.36,173.27
9.39,173.17
9.42,173.77
9.45,173.67
9.48,172.97
9.51,172.47
9.54,173.37
9.57,174.48
9.6,174.48
9.63,172.87
9.66,172.97
9.69,173.37
9.72,174.17
9.75,174.28
9.78,173.67
9.81,173.27
9.84,174.07
9.87,174.78
9.9,174.78
9.93,173.47
9.96,172.87
9.99,123.3
10.02,122.95
10.05,123.37
10.08,124.02
10.11,125.02
10.14,124.74
10.17,123.95
10.2,123.66
10.23,123.95
10.26,124.52
10.29,124.45
10.32,123.95
10.35,123.44
10.38,123.66
10.41,124.02
10.44,124.23
10.47,124.02
