0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,337.26
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,67.153
0.55,67.076
0.56,67.037
0.57,67.037
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.1,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.2,0
1.21,0
1.22,0
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.3,0
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0
1.37,0
1.38,0
1.39,0
1.4,0
1.41,0
1.42,0
1.43,0
1.44,0
1.45,0
1.46,0
1.47,0
1.48,0
1.49,0
1.5,0
1.51,0
1.52,0
1.53,0
1.54,0
1.55,0
1.56,0
1.57,0
1.58,0
1.59,0
1.6,0
1.61,0
1.62,0
1.63,0
1.64,0
1.65,0
1.66,0
1.67,0
1.68,0
1.69,0
1.7,0
1.71,0
1.72,0
1.73,0
1.74,0
1.75,0
1.76,0
1.77,0
1.78,0
1.79,0
1.8,0
1.81,0
1.82,0
1.83,0
1.84,0
1.85,0
1.86,0
1.87,0
1.88,0
1.89,0
1.9,0
1.91,0
1.92,0
1.93,0
1.94,0
1.95,0
1.96,1375
1.97,0
1.98,1380.6
1.99,0
2,0
2.01,1375
2.02,1371
2.03,0
2.04,0
2.05,1383
2.06,1384.6
2.07,0
2.08,0
2.09,1383
2.1,1372.6
2.11,1476.3
2.12,1472
2.13,1364.7
2.14,1465.2
2.15,1376.6
2.16,1383
2.17,1354.5
2.18,1412.8
2.19,1456.8
2.2,1431.7
2.21,1399
2.22,1387.8
2.23,1386.2
2.24,1385.4
2.25,1387
2.26,1387.8
2.27,1390.2
2.28,1392.6
2.29,1385.4
2.3,1392.6
2.31,1394.2
2.32,1391
2.33,1384.6
2.34,1385.4
2.35,1385.4
2.36,1388.6
2.37,1383.8
2.38,1383.8
2.39,1387.8
2.4,1383.8
2.41,1383
2.42,1385.4
2.43,1383
2.44,1388.6
2.45,1390.2
2.46,1387
2.47,1391.8
2.48,1383
2.49,1386.2
2.5,1383.8
2.51,1386.2
2.52,1383.8
2.53,1383
2.54,1382.2
2.55,1378.2
2.56,1383
2.57,1381.4
2.58,1382.2
2.59,1384.6
2.6,1385.4
2.61,1385.4
2.62,1389.4
2.63,1387.8
2.64,1384.6
2.65,1383.8
2.66,1389.4
2.67,1385.4
2.68,1386.2
2.69,1387.8
2.7,1387
2.71,1385.4
2.72,1387
2.73,1390.2
2.74,1391.8
2.75,1389.4
2.76,1391
2.77,1385.4
2.78,1384.6
2.79,1386.2
2.8,1393.4
2.81,1396.6
2.82,1392.6
2.83,1387.8
2.84,1399
2.85,1398.2
2.86,1395.8
2.87,1391
2.88,1383.8
2.89,1397.4
2.9,1391.8
2.91,1390.2
2.92,1384.6
2.93,1392.6
2.94,1395
2.95,1404.7
2.96,1402.3
2.97,1401.5
2.98,1392.6
2.99,1391.8
3,1400.7
3.01,1400.7
3.02,1397.4
3.03,1399.9
3.04,1401.5
3.05,1399.9
3.06,1387
3.07,1393.4
3.08,1387
3.09,1390.2
3.1,1388.6
3.11,1390.2
3.12,1384.6
3.13,1384.6
3.14,1385.4
3.15,1388.6
3.16,1382.2
3.17,1385.4
3.18,1380.6
3.19,1382.2
3.2,1386.2
3.21,1387.8
3.22,1391.8
3.23,1387
3.24,1396.6
3.25,1389.4
3.26,1396.6
3.27,1391
3.28,1383.8
3.29,1387
3.3,1383.8
3.31,1386.2
3.32,1382.2
3.33,1391.8
3.34,1395.8
3.35,1403.9
3.36,1399
3.37,1394.2
3.38,1390.2
3.39,1392.6
3.4,1403.9
3.41,1391
3.42,1387
3.43,1394.2
3.44,1392.6
3.45,1389.4
3.46,1397.4
3.47,1393.4
3.48,1403.1
3.49,1402.3
3.5,1398.2
3.51,1398.2
3.52,1402.3
3.53,1391
3.54,1387.8
3.55,1391
3.56,1384.6
3.57,1384.6
3.58,1391
3.59,1383.8
3.6,1394.2
3.61,1396.6
3.62,1391
3.63,1394.2
3.64,1399
3.65,1391.8
3.66,1389.4
3.67,1385.4
3.68,1388.6
3.69,1387
3.7,1383
3.71,1382.2
3.72,1378.2
3.73,1380.6
3.74,1379
3.75,1381.4
3.76,1382.2
3.77,1390.2
3.78,1388.6
3.79,1398.2
3.8,1399.9
3.81,1399.9
3.82,1420.2
3.83,1441.7
3.84,1436.7
3.85,1443.4
3.86,1445
3.87,1452.6
3.88,1452.6
3.89,1445.9
3.9,1466.9
3.91,1430.9
3.92,1451.7
3.93,1496
3.94,1465.2
3.95,1374.2
3.96,1387
3.97,1376.6
3.98,1376.6
3.99,1388.6
4,1388.6
4.01,1409.6
4.02,0
4.03,0
4.04,1383
4.05,1421.9
4.06,1387
4.07,1461.8
4.08,1399.9
4.09,0
4.1,0
4.11,0
4.12,0
4.13,0
4.14,0
4.15,0
4.16,0
4.17,0
4.18,0
4.19,0
4.2,0
4.21,0
4.22,0
4.23,0
4.24,0
4.25,0
4.26,0
4.27,0
4.28,0
4.29,0
4.3,0
4.31,0
4.32,0
4.33,0
4.34,0
4.35,0
4.36,0
4.37,0
4.38,0
4.39,0
4.4,0
4.41,0
4.42,0
4.43,0
4.44,0
4.45,0
4.46,0
4.47,0
4.48,0
4.49,0
4.5,0
4.51,0
4.52,0
4.53,0
4.54,0
4.55,0
4.56,0
4.57,0
4.58,0
4.59,0
4.6,0
4.61,0
4.62,0
4.63,0
4.64,0
4.65,0
4.66,0
4.67,0
4.68,0
4.69,0
4.7,0
4.71,0
4.72,0
4.73,0
4.74,0
4.75,0
4.76,0
4.77,0
4.78,0
4.79,0
4.8,0
4.81,0
4.82,0
4.83,0
4.84,0
4.85,0
4.86,0
4.87,0
4.88,0
4.89,0
4.9,0
4.91,0
4.92,0
4.93,0
4.94,0
4.95,0
4.96,0
4.97,0
4.98,0
4.99,0
5,0
5.01,0
5.02,0
5.03,0
5.04,0
5.05,0
5.06,0
5.07,0
5.08,0
5.09,0
5.1,0
5.11,0
5.12,0
5.13,0
5.14,0
5.15,0
5.16,0
5.17,0
5.18,0
5.19,0
5.2,0
5.21,0
5.22,0
5.23,0
5.24,0
5.25,0
5.26,0
5.27,0
5.28,0
5.29,0
5.3,0
5.31,0
5.32,0
5.33,0
5.34,0
5.35,0
